task_id	task_name	event_family_id	coverage_tier	primary_channel	trio_owner	volume_candidate	disposition_rule	reason
141	Nghĩa Chi Sở Tại	EF-T0141	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
142	Tình Ý Miên Man	EF-T0142	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
143	Hoàng Lăng Bí Sự	EF-T0143	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
144	Địch Nhân Chi Hữu	EF-T0144	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
145	Dĩ Tiểu Kiến Đại	EF-T0145	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
146	Khiêu Sơn Chấn Hổ	EF-T0146	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
147	Đại Vị Khu Trục	EF-T0147	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
148	Sơn Môn Nạn	EF-T0148	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
149	Tín Đồ Nổi Giận	EF-T0149	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
150	Thân Bạn Nguy Cơ	EF-T0150	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
151	Long Nhan Thịnh Nộ	EF-T0151	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
152	Lưu Khấu Chi Phong	EF-T0152	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
153	Ám Trung Chế Địch	EF-T0153	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
154	Sát Xà Thủ Đảm	EF-T0154	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
155	Đồ Nhã Chi Thác	EF-T0155	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
156	Cố Nhân Chi Tình	EF-T0156	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
157	Thân Thế Chi Mê	EF-T0157	A	DIRECT_TRIO	tieu-phung	I	CORE_APPROVED	Core role from R-14 and approved volume architecture; subtask allocation remains draft.
158	Sơn Vũ Dục Lai	EF-DEPARTURE	B	DOCUMENT_TRACE	UNASSIGNED	I	BRANCH_OPEN	Three source departure alternatives; retain all, allocate none until route conditions are checked.
159	Nghịch Vận Luân	EF-DEPARTURE	B	DOCUMENT_TRACE	UNASSIGNED	I	BRANCH_OPEN	Three source departure alternatives; retain all, allocate none until route conditions are checked.
160	Hồ Điệp Phong Bạo	EF-DEPARTURE	B	DOCUMENT_TRACE	UNASSIGNED	I	BRANCH_OPEN	Three source departure alternatives; retain all, allocate none until route conditions are checked.
161	Tâm Đắc Thư (sơ)	EF-TAM-DAC	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
162	Tâm Đắc Thư (trung)	EF-TAM-DAC	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
163	Tâm Đắc Thư (cao)	EF-TAM-DAC	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
164	Đánh Đuổi Cường Đạo	EF-T0164	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
165	Hành Động Ám Sát	EF-T0165	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
166	Đường Lang Quyền Sư	EF-T0166	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
167	Ảnh Xã Anh Linh	EF-T0167	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
168	Hoa Hương Loa	EF-T0168	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
169	Ủy Thác Của Đệ Tử Thiên Vương	EF-T0169	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
170	Chế Tạo Thương Thiên Vương	EF-T0170	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
171	Quả Sồi	EF-T0171	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
172	Đoạt Lại Pháp Khí	EF-T0172	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
173	Rượu Mông Cổ	EF-T0173	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
174	Hồi Môn Của Như Ý	EF-T0174	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
175	Hộ Vệ Hành Thương	EF-T0175	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
176	3 vạn con Ác viên	EF-T0176	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
177	Vật Thị Nhân Phi	EF-T0177	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
178	Bì Giáp Y	EF-T0178	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
179	Cơ Quan Thú Cốt	EF-T0179	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
180	Thu Thập Mã Thảo	EF-T0180	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
181	Cùng Chống Quan Quân	EF-T0181	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
182	Quan Chiến	EF-T0182	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
183	Mối Hận Hắc Kỳ	EF-T0183	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
184	Hộ Pháp Hồng Kỳ	EF-T0184	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
185	Đệ Tử Hoàng Kỳ	EF-T0185	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
186	Họa Xà Đồ	EF-T0186	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
187	Bức Thư Của Ông Lão	EF-T0187	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
188	Vào hang rắn tìm cha	EF-T0188	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
189	Trừng Trị Tù Phạm	EF-T0189	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
190	Thuyền Cỏ Mượn Tên	EF-T0190	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
191	Trưởng Sĩ Binh	EF-T0191	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
192	Xuân Tàm Tân Ty	EF-T0192	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
193	Tứ Quý Hồi Công Đơn	EF-T0193	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
194	Đao Khách Quỵt Nợ	EF-T0194	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
197	Chuyện Cũ Thần Châu	EF-T0197	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
198	Ma Nữ	EF-T0198	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
199	Long Thương	EF-T0199	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
200	Cửu Tuyệt	EF-T0200	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
201	Tôn Sư	EF-T0201	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
202	Chuyện Cũ Giang Hồ	EF-T0202	A	LEGENDARY_ECHO	UNASSIGNED	II	TANG_KIEM	Priority recollection bank for autonomous wulin; no new legendary identity or objective legend truth selected.
203	Nhiệm Vụ Tiếp Dẫn Thiên Vương	EF-SECT-01	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
204	Nhiệm Vụ Tiếp Dẫn Cái Bang	EF-SECT-02	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
205	Nhiệm Vụ Tiếp Dẫn Ngũ Độc	EF-SECT-03	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
206	Nhiệm Vụ Tiếp Dẫn Côn Lôn	EF-SECT-04	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
207	Nhiệm Vụ Tiếp Dẫn Võ Đang	EF-SECT-05	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
208	Nhiệm Vụ Tiếp Dẫn Thiếu Lâm	EF-SECT-06	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
209	Nhiệm Vụ Tiếp Dẫn Thiên Nhẫn	EF-SECT-07	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
210	Nhiệm Vụ Tiếp Dẫn Nga My	EF-SECT-08	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
211	Nhiệm vụ tiếp dẫn Đường Môn	EF-SECT-09	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
212	Nhiệm Vụ Tiếp Dẫn Thúy Yên	EF-SECT-10	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
213	Nhiệm Vụ Tiếp Dẫn Minh Giáo	EF-SECT-11	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
214	Nhiệm Vụ Tiếp Dẫn Đoàn Thị	EF-SECT-12	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
215	Nhiệm Vụ Nghĩa Quân	EF-T0215	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
216	Vượt Ải Bạch Hổ Đường	EF-T0216	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
217	Tương Dương Lão Binh	EF-T0217	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
218	Đấu Lôi Đài	EF-T0218	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
219	Nghi Chủng	EF-NGHI-CHUNG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
220	Người Mất Tích	EF-MISSING	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
221	Phó Ước	EF-T0221	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
222	Tìm Ngựa	EF-T0222	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
223	Lão Mặc Nhĩ	EF-T0223	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
224	Trốn Chạy	EF-ESCAPE	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
225	Hành Trình Mới	EF-T0225	A	WITNESS_RELAY	UNASSIGNED	II	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
226	Chuẩn Bị Chiến Sự (Chính tuyến)	EF-PREP-WAR	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
227	Bị Chiến Nhật Thường (Hằng ngày)	EF-PREP-WAR	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
228	Thao Luyện Tân Quân	EF-T0228	A	WITNESS_RELAY	UNASSIGNED	OPEN	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
229	Tôn Tử Binh Pháp (cấp 90)	EF-T0229	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
230	Mặc Gia Cơ Quan Thuật (cấp 90)	EF-T0230	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
231	Vì Nước Vì Dân	EF-T0231	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
232	Tân Triều Dương Quang	EF-T0232	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
233	Tấm Lòng Ngay Thẳng	EF-T0233	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
234	Tuần Giảng Số Nhật	EF-T0234	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
235	Lòng Người Khó Đoán	EF-T0235	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
236	Sơn Vũ Dục Lai	EF-T0236	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
237	Quyết Chiến Một Trận	EF-T0237	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
238	Nhất Niệm Chi Nhân	EF-T0238	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
239	Thắng Bại Chưa Rõ	EF-T0239	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
240	Khánh Nguyên Đảng Cấm	EF-T0240	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
241	Câu Chuyện Trường Ca	EF-T0241	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
242	Trường Ca Tam Kiệt	EF-T0242	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
243	Thăm Dò Thát Đát	EF-T0243	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
244	Thảo Nguyên Anh Hùng	EF-T0244	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
245	Sứ Giả Kim Quốc	EF-T0245	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
246	Cố Liêu Kỳ Tài	EF-T0246	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
247	Công Phòng Tính Cử	EF-T0247	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
248	Giới Hào Phương Bắc	EF-T0248	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
249	Phân Tiến Hợp Kích	EF-T0249	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
250	Kỵ Binh Dũng Mãnh	EF-T0250	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
251	Hạ Chủ Hoàn Tông	EF-T0251	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
252	Dã Tâm To Lớn	EF-T0252	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
253	Trấn Di quận vương	EF-T0253	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
254	Lệ Binh Mạt Mã	EF-T0254	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
255	Thu Phục Mã Tặc	EF-T0255	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
256	Yêu Đạo Huyền Hiệp	EF-T0256	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
257	Nhân Sinh Vô Thường	EF-T0257	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
258	Biên Quản Đạo Châu	EF-T0258	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
259	Biên Luyện Sứ	EF-T0259	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
260	Binh Huyết	EF-T0260	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
261	Doanh Tiêu	EF-T0261	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
262	Vũ Tiết Lang	EF-T0262	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
263	Diệu Kế Bổ Đạo	EF-T0263	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
264	Lấy Một Địch Trăm	EF-T0264	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
265	Dũng Sĩ Hứa Tuấn	EF-T0265	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
266	Vong Mệnh Chi Đồ	EF-T0266	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
267	Chung Hữu Nhất Tử	EF-T0267	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
268	Túi Quân Hưởng (Cấp 90)	EF-QUAN-HUONG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
269	Thủ Lĩnh Lâu La	EF-T0269	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
270	Thủ Lĩnh Giám Công	EF-T0270	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
271	Thợ Cả	EF-T0271	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
272	Thợ Săn Dã Nhân	EF-T0272	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
273	Trừng Trị Giám Công	EF-T0273	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
274	Bạo Lực Man Diên	EF-T0274	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
275	Quân Doanh Bổ Cấp	EF-T0275	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
276	Bức Thư Nhà	EF-T0276	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
