task_id	task_id_hex	task_name	category	repeat	membership_status	arc_locator_id	arc_locator_path	subtask_count	step_count	dialogue_count
118	0000000000000076	Tử Ngọc Băng Xà	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
119	0000000000000077	Hôn Quan	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
120	0000000000000078	Mua Bán Lớn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
121	0000000000000079	Bình Loạn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
122	000000000000007a	Lang Hài	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
123	000000000000007b	Trọng Thưởng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
124	000000000000007c	Tầm Hồi Quái Vật	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
125	000000000000007d	Đào Ly	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
126	000000000000007e	Cựu Hận	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
127	000000000000007f	Khơi Thông	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
128	0000000000000080	Võng Khai Nhất Diện	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	6	1
129	0000000000000081	Cảnh Chung	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
130	0000000000000082	Y Giả Tâm	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	5	1
131	0000000000000083	Thiết Mẫu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
132	0000000000000084	Đại Án Tử Mẫu Hoàn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
133	0000000000000085	Đại Án Thâm Khuê	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	6	1
134	0000000000000086	Tế Sống	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
135	0000000000000087	Tín Đồ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
136	0000000000000088	Luân Hồi	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	5	1
137	0000000000000089	Thích Khách	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
138	000000000000008a	Diệt Sạch Báo Thù	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
139	000000000000008b	Hoàng Lăng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
140	000000000000008c	Cựu Ái Sở Tại	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
141	000000000000008d	Nghĩa Chi Sở Tại	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
142	000000000000008e	Tình Ý Miên Man	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
143	000000000000008f	Hoàng Lăng Bí Sự	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	5	1
144	0000000000000090	Địch Nhân Chi Hữu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
145	0000000000000091	Dĩ Tiểu Kiến Đại	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
146	0000000000000092	Khiêu Sơn Chấn Hổ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
147	0000000000000093	Đại Vị Khu Trục	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
148	0000000000000094	Sơn Môn Nạn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	2
149	0000000000000095	Tín Đồ Nổi Giận	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
150	0000000000000096	Thân Bạn Nguy Cơ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
151	0000000000000097	Long Nhan Thịnh Nộ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	4	1
152	0000000000000098	Lưu Khấu Chi Phong	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
153	0000000000000099	Ám Trung Chế Địch	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	3	1
154	000000000000009a	Sát Xà Thủ Đảm	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
155	000000000000009b	Đồ Nhã Chi Thác	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
156	000000000000009c	Cố Nhân Chi Tình	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	3	1
157	000000000000009d	Thân Thế Chi Mê	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	15	85	22
158	000000000000009e	Sơn Vũ Dục Lai	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
159	000000000000009f	Nghịch Vận Luân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
160	00000000000000a0	Hồ Điệp Phong Bạo	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
161	00000000000000a1	Tâm Đắc Thư (sơ)	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	1	3
162	00000000000000a2	Tâm Đắc Thư (trung)	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	1	3
163	00000000000000a3	Tâm Đắc Thư (cao)	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	1	3
164	00000000000000a4	Đánh Đuổi Cường Đạo	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	5	1
165	00000000000000a5	Hành Động Ám Sát	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
166	00000000000000a6	Đường Lang Quyền Sư	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
167	00000000000000a7	Ảnh Xã Anh Linh	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
168	00000000000000a8	Hoa Hương Loa	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	0
169	00000000000000a9	Ủy Thác Của Đệ Tử Thiên Vương	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	0
170	00000000000000aa	Chế Tạo Thương Thiên Vương	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	3	1
171	00000000000000ab	Quả Sồi	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
172	00000000000000ac	Đoạt Lại Pháp Khí	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
173	00000000000000ad	Rượu Mông Cổ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
174	00000000000000ae	Hồi Môn Của Như Ý	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	1	1
175	00000000000000af	Hộ Vệ Hành Thương	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
176	00000000000000b0	3 vạn con Ác viên	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
177	00000000000000b1	Vật Thị Nhân Phi	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	3
178	00000000000000b2	Bì Giáp Y	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	4	1
179	00000000000000b3	Cơ Quan Thú Cốt	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
180	00000000000000b4	Thu Thập Mã Thảo	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
181	00000000000000b5	Cùng Chống Quan Quân	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
182	00000000000000b6	Quan Chiến	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
183	00000000000000b7	Mối Hận Hắc Kỳ	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
184	00000000000000b8	Hộ Pháp Hồng Kỳ	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
185	00000000000000b9	Đệ Tử Hoàng Kỳ	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
186	00000000000000ba	Họa Xà Đồ	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
187	00000000000000bb	Bức Thư Của Ông Lão	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	5	1
188	00000000000000bc	Vào hang rắn tìm cha	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	3	1
189	00000000000000bd	Trừng Trị Tù Phạm	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	1
190	00000000000000be	Thuyền Cỏ Mượn Tên	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	06	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_06_Thach_Hien_Vien_Co_Yen_Nhien.md	1	2	2
191	00000000000000bf	Trưởng Sĩ Binh	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
192	00000000000000c0	Xuân Tàm Tân Ty	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	2
193	00000000000000c1	Tứ Quý Hồi Công Đơn	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	2
194	00000000000000c2	Đao Khách Quỵt Nợ	Loại editor nhiệm vụ thông dụng	1	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
197	00000000000000c5	Chuyện Cũ Thần Châu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
198	00000000000000c6	Ma Nữ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	6	1
199	00000000000000c7	Long Thương	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	4	1
200	00000000000000c8	Cửu Tuyệt	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	9	1
201	00000000000000c9	Tôn Sư	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	7	3
202	00000000000000ca	Chuyện Cũ Giang Hồ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	4	1
203	00000000000000cb	Nhiệm Vụ Tiếp Dẫn Thiên Vương	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
204	00000000000000cc	Nhiệm Vụ Tiếp Dẫn Cái Bang	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
205	00000000000000cd	Nhiệm Vụ Tiếp Dẫn Ngũ Độc	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
206	00000000000000ce	Nhiệm Vụ Tiếp Dẫn Côn Lôn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
207	00000000000000cf	Nhiệm Vụ Tiếp Dẫn Võ Đang	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
208	00000000000000d0	Nhiệm Vụ Tiếp Dẫn Thiếu Lâm	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
209	00000000000000d1	Nhiệm Vụ Tiếp Dẫn Thiên Nhẫn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
210	00000000000000d2	Nhiệm Vụ Tiếp Dẫn Nga My	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
211	00000000000000d3	Nhiệm vụ tiếp dẫn Đường Môn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
212	00000000000000d4	Nhiệm Vụ Tiếp Dẫn Thúy Yên	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
213	00000000000000d5	Nhiệm Vụ Tiếp Dẫn Minh Giáo	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
214	00000000000000d6	Nhiệm Vụ Tiếp Dẫn Đoàn Thị	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	2	8	2
215	00000000000000d7	Nhiệm Vụ Nghĩa Quân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	3	1
216	00000000000000d8	Vượt Ải Bạch Hổ Đường	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
217	00000000000000d9	Tương Dương Lão Binh	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
218	00000000000000da	Đấu Lôi Đài	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	7	1
219	00000000000000db	Nghi Chủng	Loại editor nhiệm vụ thông dụng	1	UNCLASSIFIED			1	2	1
220	00000000000000dc	Người Mất Tích	Loại editor nhiệm vụ thông dụng	1	UNCLASSIFIED			1	2	1
221	00000000000000dd	Phó Ước	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	6	1
222	00000000000000de	Tìm Ngựa	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	2	1
223	00000000000000df	Lão Mặc Nhĩ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	4	1
224	00000000000000e0	Trốn Chạy	Loại editor nhiệm vụ thông dụng	1	UNCLASSIFIED			1	2	1
225	00000000000000e1	Hành Trình Mới	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	07	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_07_Khanh_Nguyen_Chi_Bien.md	1	6	1
226	00000000000000e2	Chuẩn Bị Chiến Sự (Chính tuyến)	Cốt truyện	1	UNCLASSIFIED			1	2	1
227	00000000000000e3	Bị Chiến Nhật Thường (Hằng ngày)	Hằng ngày	1	UNCLASSIFIED			1	2	1
228	00000000000000e4	Thao Luyện Tân Quân	Nhiệm vụ chính tuyến	0	LOCATOR_LISTED	08	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_08_Man_Thien_Qua_Hai.md	1	7	1
229	00000000000000e5	Tôn Tử Binh Pháp (cấp 90)	Nhiệm vụ chính tuyến	1	LOCATOR_LISTED	08	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_08_Man_Thien_Qua_Hai.md	1	3	1
230	00000000000000e6	Mặc Gia Cơ Quan Thuật (cấp 90)	Nhiệm vụ chính tuyến	1	LOCATOR_LISTED	08	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_08_Man_Thien_Qua_Hai.md	1	3	1
231	00000000000000e7	Vì Nước Vì Dân	Nhiệm vụ chính tuyến	0	LOCATOR_LISTED	08	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_08_Man_Thien_Qua_Hai.md	1	8	1
232	00000000000000e8	Tân Triều Dương Quang	Nhiệm vụ chính tuyến	0	LOCATOR_LISTED	08	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_08_Man_Thien_Qua_Hai.md	1	7	1
