term	task_id	sub_id	source_table	row_id	source_field	context
Du Long Giác	20	140	dialogues	159	cleaned_text	… đoán không sai lệch bao nhiêu. Ta theo Tiểu Thanh tìm tung tích Huyết Ảnh, phát hiện ra Dung lão đại đã mang Du Long Giác giao cho kẻ chủ mưu! Nhưng đi về hướng tây bắc, phát hiện một quân doanh, không dám rút dây động rừng nên qua…
Du Long Giác	20	141	steps	798	target_params	"…ếu hiệp<else>cô nương<endif>! Chu Hoàn lần này đến Mê Cung Sa Mạc là để dò xem Lý Thăng Dương có phải đã mang Du Long Giác về Nhất Phẩm Đường hay không!""<end> <playername>: ""Nếu vậy chuyện Chu Hoàn nói là thật....""<end> <npc=3557>: …"
Du Long Giác	20	141	steps	799	target_params	…g đã cho ngươi biết nhiều tin quan trọng! Hiện giờ các môn phái thay vì cùng nhau hợp sức thì lại tranh giành Du Long Giác. Tất cả đều rơi vào bẫy của Lý Thăng Dương. Hiện nay hắn còn được tổ chức Huyết Ảnh hỗ trợ. Tình hình giờ tín…
Du Long Giác	20	142	dialogues	161	cleaned_text	…iên đều là hào kiệt đương thời. Chỉ vì tranh giành bảo vật mà ngày càng lún sâu vào sai lầm... Ngoại tầng của Du Long Giác đã bị phá. Với thực lực của Lý Thăng Dương, không khó để phá vỡ nội tầng. Phải tìm Du Long Giác về trước khi …
Du Long Giác	20	142	steps	800	target_params	"3542,0,<subtaskname>,<playername>: ""Thạch bang chủ, tại hạ đã điều tra rõ, Du Long Giác đã bị Lý Thăng Dương liên kết với Huyết Ảnh của Kim quốc đoạt đi, chuyện này đã được Tống chưởng môn của Côn …"
Du Long Giác	20	142	steps	801	target_params	"…70,0,<subtaskname>,<npc=3570>: ""Mới đó mà đã mấy tháng rồi! Dạo này có tin gì mới không?""<end> <playername>: ""Du Long Giác đích thực đã bị Tây Hạ Nhất Phẩm Đường và sát thủ Huyết Ảnh đoạt mất! Giờ chỉ lo nếu như các vị bang chủ Thạc…"
Du Long Giác	20	142	subtasks	142	describe_cleaned	…ưởng môn Tống Thu Thạch chỉ rõ nhất định phải nhờ Dương Thiết Tâm, Thạch Hiên Viên, Cổ Yên Nhiên 3 người đoạt Du Long Giác về trước khi Lý Thăng Dương phá giải bí mật nội tầng, nếu không hậu quả khó lường. Ta phải nhanh chóng đến Th…
Du Long Giác	20	143	dialogues	162	cleaned_text	…ẩm Đường là giáo phái bảo vệ Tây Hạ, cũng giống như Thiên Nhẫn Giáo của Kim quốc. Nếu Lý Thăng Dương lấy được Du Long Giác, thế lực của Tây Hạ sẽ càng hùng mạnh, tạo thành thế tứ giác với Nam Tống, Tây Hạ, Kim, Đại Lý. Nghĩa quân ta…
Du Long Giác	20	143	steps	804	target_params	"…> đến đúng lúc lắm! Bốn người chúng ta hãy giữ Lý Thăng Dương lại, còn ngươi vòng ra sau hắn mở bảo rương lấy Du Long Giác!""<end> <npc=3495>: ""Ngươi dám!""<end>,Mở rương sau lưng Lý Thăng Dương lấy Du Long Giác; 12000"
Du Long Giác	20	143	steps	805	target_params	1502,0,10,Đang mở rương,Được Du Long Giác,Thất bại,{Du Long Giác,20,1,200,1,0,1},1,Lấy được %d vật phẩm,Lấy Du Long Giác ra,Xin chào!,Ngươi thật đáng k…
Du Long Giác	20	143	steps	806	target_params	"3570,0,<subtaskname>,<playername>: ""Đã lấy được Du Long Giác rồi!""<end> <npc=3570>: ""Du Long Giác đây sao! Cuối cùng giông bão cũng đã qua.""<end>,Giao Du Long Giác cho Bạ…"
Du Long Giác	20	143	subtasks	143	describe_cleaned	Du Long Giác đã rơi vào tay Tây Hạ Nhất Phẩm Đường, một khi Lý Thăng Dương phá giải bí mật của Du Long Giác, ắt sẽ làm sức…
Du Long Giác	21	144	dialogues	163	cleaned_text	"… chuyện gì?"" [Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]]: ""Ngươi hãy đi rèn luyện thêm để sau này hỗ trợ ta đoạt lại Du Long Giác."""
Du Long Giác	21	144	steps	808	target_params	"3570,0,<subtaskname>,<npc=3570>: ""Ngươi quay lại thật đúng lúc. Đã có manh mối của Du Long Giác rồi! Đường Môn vừa gửi tin tới, sự việc lần này có liên quan đến Ngô Hy của Xuyên Thục. Ta định phái ngươi tớ…"
Du Long Giác	21	144	steps	809	target_params	"3517,0,<subtaskname>,<Playername>: ""Tại hạ phụng mệnh Bạch Thu Lâm đến hỗ trợ quý phái tìm Du Long Giác, Đường công tử hãy nói ta biết tình hình hiện tại!""<end> <npc=3517>: ""Đã làm phiền đến huynh đệ nghĩa quân rồ…"
Du Long Giác	21	144	subtasks	144	describe_cleaned	Du Long Giác bị cướp tại Điểm Thương Sơn, tất cả các dấu vết để lại thì cho thấy đây là 1 kế hoạch đã vạch sẵn từ trước. T…
Du Long Giác	21	145	dialogues	164	cleaned_text	…a Ngô Hy, tiểu thiếp của Ngô Hy thường đến thăm hỏi Diệu Thanh. Cô ta nói dạo này Ngô Hy nằm mộng hay gọi tên Du Long Giác, đồng thời phủ nội thường xuyên có nhiều người lạ mặt ra vào, thời gian cô ta nói trùng với thời gian Du Long…
Du Long Giác	21	145	subtasks	145	describe_cleaned	Thì ra tin tức Du Long Giác được tiết lộ từ tiểu thiếp của Ngô Hy. Theo lời của tiểu thiếp này nói, Ngô Hy đã nhiều lần nhắc đến Du Long …
Du Long Giác	21	147	steps	825	target_params	"…end> <npc=1106>: ""Làm tốt lắm! Xem thân thủ của ngươi, chắc cũng từng lăn lộn giang hồ, ngươi đã nghe nói đến Du Long Giác bao giờ chưa?""<end> <playername>: ""Chỉ nghe qua thôi, chưa nhìn thấy bao giờ, nghe nói nó chứa đựng kho báu v…"
Du Long Giác	21	148	steps	828	target_params	…ại với Đội trưởng Tuần Viện,Xin chào!,Ngươi thật đáng khen; <playername>: (Xem ra nếu muốn biết tung tích của Du Long Giác thì không thể không đến Hậu Viện.)<end>,Lẻn vào Hậu Viện điều tra; 18000
Du Long Giác	21	148	subtasks	148	describe_cleaned	…ởng Tuần Viện tại Kiếm Các Thục Đạo (1892/3296)] biệt viện, thuận tiện hành tẩu sau này. • Để thăm dò tin tức Du Long Giác, ta phải đến [hậu viện tại Kiếm Các Thục Đạo (1919/3304)] thám thính một phen. • Hậu viện có người canh giữ s…
Du Long Giác	21	149	steps	834	target_params	"886,0,<subtaskname>,<npc=886>: ""... mong được sự trợ giúp của tướng quân, sau này nếu ngài có được Du Long Giác, làm nên đại nghiệp... Giờ Ngọ ngày mai, ta sẽ cho người đến bờ sông tại Thục Đạo, bàn địa điểm gặp mặt... Hà…"
Du Long Giác	21	149	subtasks	149	describe_cleaned	…g có ai, chú ý [phong thư tại Biệt Viện Phòng Khách (1568/3092)] trên bàn, mở ra xem. • Trong thư có nhắc đến Du Long Giác, cũng có một chuyện cơ mật, và thời gian gặp mặt của người viết thư và Ngô Hy, chính là hôm nay, đến [nơi gặp…
Du Long Giác	21	150	steps	841	target_params	"… chờ đợi.""<end> <npc=890>: ""Tướng quân nói phải lắm, đúng là ta đã quá hấp tấp. Không biết ngài đã có tin của Du Long Giác chưa?""<end> <npc=884>: ""Vật này ta đã ao ước từ lâu, nhưng chỉ được nhìn từ xa. Mới đây nghe tin bị trộm tại …"
Du Long Giác	21	150	steps	842	target_params	"3570,0,<subtaskname>,<npc=3570>: ""Ngươi đi lâu vậy, có tin của Du Long Giác chưa?""<end> <Playername>: ""Chuyện này khá phức tạp, cụ thể là thế này...""<end> <npc=3570>: ""Vậy sao? Xem ra v…"
Du Long Giác	22	151	dialogues	170	cleaned_text	"[Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]]: ""Lý Thăng Dương để mất Du Long Giác đã tức điên lên, cho đội quân tinh nhuệ của Nhất Phẩm Đường chặn đánh bọn ta trên đường về, cũng may bình yên…"
Du Long Giác	22	151	subtasks	151	describe_cleaned	Nhất Phẩm Đường thành công trong việc đoạt Du Long Giác về, Lý Thăng Dương nổi giận phái binh ngăn chặn, đều bị Dương Thiết Tâm, Thạch Hiên Viên đánh bại. An toàn tr…
Du Long Giác	22	156	dialogues	175	cleaned_text	"…Tuy đã đặt xong hỏa dược, nhưng lực lượng Thiết Lưu Quân rất đông đảo. Ta vừa nghe nói nghĩa quân đã lấy được Du Long Giác mà giang hồ đồn đại, không biết có đúng như vậy không?"" [Đại Hiệp]: ""Đúng là có việc này!"" [Nhiếp Văn Thành […"
Du Long Giác	22	156	steps	863	target_params	…ược tin này, ta sao không biết được chứ? Lúc đoạt bảo vật ta không nghĩ nhiều đến hậu quả sau này. Ta đã giao Du Long Giác cho Dương bang chủ bảo quản, bí mật trong đó sẽ do họ mở. Ngươi hãy báo tin cho họ biết, để đề phòng bọn trộm…
Du Long Giác	22	156	steps	864	target_params	"3506,0,<subtaskname>,<Playername>: ""Dương bang chủ, ta nhận được thông tin có người âm mưu đoạt Du Long Giác, xin Dương bang chủ thận trọng. Thủ lĩnh ta còn khuyên các vị nên tìm một nơi bí mật để tìm hiểu vật này, trá…"
Du Long Giác	22	156	steps	865	target_params	…của Diêm Bang là Từ Bân Kiếm nhờ sự giúp đỡ của Hương gia đã đoạt được ngôi vị, sau đó sẽ tiến hành việc đoạt Du Long Giác. Từ Bân Kiếm giỏi về mưu lược, nhưng võ thuật lại kém. Hắn đã mời được Liễu Dực hỗ trợ, lão tặc này rất lợi h…
Du Long Giác	22	156	subtasks	156	describe_cleaned	Nghĩa quân cùng Thiên Vương, Cái Bang, Ngũ Độc đoạt Du Long Giác vốn là chuyện cơ mật, ngay cả nội bộ cũng chỉ vài người biết. Ta đây giúp anh em nghĩa quân chống lại cuộc tấ…
Du Long Giác	23	158	dialogues	177	cleaned_text	"[Điệp Phiêu Phiêu]: ""Lúc này Dương bang chủ cùng các vị đang tìm hiểu bí mật Du Long Giác, dặn dò bọn ta không được quấy nhiễu, vì vậy mong ngươi thông cảm. Hiện giờ đang có rất nhiều việc, các phái …"
Du Long Giác	23	158	steps	875	target_params	"…Thanh Phong Trại đông hơn chúng ta nhiều. Trại chủ của bọn họ còn khua môi múa mép bảo nhất định sẽ đoạt được Du Long Giác......""<end> <npc=931>Bính: ""......""<end> <playername>: (Tên Từ Bân Kiếm này đúng là một tên khoác lác, không …"
Du Long Giác	23	158	subtasks	158	describe_cleaned	…iệp Phiêu Phiêu nói cho ta biết rằng Dương Thiết Tâm đợi người, hiện giờ đang ở trong nội các tìm hiểu bí mật Du Long Giác dựa vào trục cuốn Hắc Long Đàm, phải tập trung tinh thần cao độ. Nếu ta muốn bái kiến 3 người họ, phải đợi họ…
Du Long Giác	23	159	steps	887	target_params	"…<end> <npc=1070>: ""Cô ta mệt trong người, nên đã nghỉ ngơi. Mấy ngày nay vất vả cho ngươi quá, một khi bí mật Du Long Giác chưa được hé lộ, ba người ta chưa an tâm được. Nghe nói tên tiểu tử Từ Bân Kiếm đã tập hợp người để đoạt bảo,…"
Du Long Giác	23	159	steps	888	target_params	"… kiến Thu Di, Thạch bang chủ chuyển lời căn dặn người phải cẩn thận mọi việc, cảnh giác bọn phản loạn. Còn về Du Long Giác, khi nào giải được bí mật họ sẽ thông báo.""<end> <npc=3570>: ""Tốt quá! Tạm thời ta không còn việc gì nữa, để …"
Du Long Giác	23	159	subtasks	159	describe_cleaned	…chuyện. • Trải qua bao gian khổ, cuối cùng ta cũng gặp được Dương Thiết Tâm và Thạch Hiên Viên. Họ nói bí mật Du Long Giác đã được giải, nhờ ta báo cho [Bạch Thu Lâm - Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]], phải lưu ý các thế lực gian…
Du Long Giác	23	160	dialogues	179	cleaned_text	…ươi đánh đuổi tứ bang, Diêm Bang không có bất kỳ động tĩnh gì. Đáng lý ba vị bang chủ có thể yên tâm tìm hiểu Du Long Giác, nhưng ta càng nghĩ càng thấy không ổn. Từ Bân Kiếm nổi danh khẩu phật tâm xà, đa mưu khó đoán, nhất định khô…
Du Long Giác	23	160	subtasks	160	describe_cleaned	… do âm mưu bị bại lộ, đang chờ đợi thời cơ. Cho nên, trước mắt nhóm người Dương Thiết Tâm dốc sức giải bí mật Du Long Giác, đừng lo lắng bị quấy nhiễu. Tai mắt tình báo của Ngũ Độc Giáo khắp các phái giang hồ và nghĩa quân, Điệp Phi…
Du Long Giác	23	161	steps	899	target_params	"…ói đến ai?""<end> <npc=1071>: ""Việc này tạm thời khoan bàn đến, tình hình hiện nay không thể tiếp tục tìm hiểu Du Long Giác được, giờ phải nghĩ cách cứu Cổ giáo chủ.""<end> <npc=1070>: ""Đúng vậy! Cổ giáo chủ đã trúng tà thuật của kẻ đ…"
Du Long Giác	23	161	steps	900	target_params	"…, và người này còn luyện được tà thuật Thiên Nhẫn. Ta biết gần đây người của Dương bang chủ đang bận tìm hiểu Du Long Giác, nhưng bảo vật này sớm đã được thiên định, hà cớ phải uổng công vô ích, tạo cơ hội cho kẻ địch chú ý.""<end> <…"
Du Long Giác	23	161	subtasks	161	describe_cleaned	…ười Dương Thiết Tâm và Cổ Yên Nhiên bị tấn công. Lúc đó nhóm người Dương Thiết Tâm đang tập trung giải bí mật Du Long Giác bên trong, thì có 3 tuyệt thế cao thủ đột nhập vào cướp ngọc, trong lúc chống cự, Cổ Yên Nhiên bị trọng thươn…
Du Long Giác	24	162	steps	912	target_params	"…nh nghỉ ngơi, phiền hai vị khoan đến.""<end> <npc=1071>: ""Cũng tốt, để cô ta nghỉ ngơi một chút. Việc tìm kiếm Du Long Giác giờ có muốn nhanh cũng vô ích. <playername>, ngươi hãy đi tìm Điệp kỳ chủ, xem Điệp kỳ chủ có thể tìm ít thuố…"
Du Long Giác	24	163	steps	918	target_params	"…u tình hình hôm đó.""<end> <npc=1070>: ""Chuyện là thế này, hôm đó 3 người bọn ta đang vận công tìm hiểu bí mật Du Long Giác, bất ngờ Hoàn Nhan Tương ập vào. Ta và Thạch bang chủ bị người của hắn vây lấy, Cổ giáo chủ đấu với hắn. Vì 2…"
Du Long Giác	24	163	steps	919	target_params	"3570,0,<subtaskname>,<npc=3570>: ""Sao về nhanh thế?""<end> <playername>: ""Đã giải được bí mật của Du Long Giác.""<end>,Về Tân Thủ Thôn tìm Bạch Thu Lâm,Về Tân Thủ Thôn tìm Bạch Thu Lâm,Xin chào!,Ngươi thật đáng khen; 0000…"
Du Long Giác	24	163	subtasks	163	describe_cleaned	…ua cho [Dương Thiết Tâm tại Tụ Nghĩa Lâu (1625/3183)], bảo ta đến đó hỏi. • Không ngờ lại có hậu quả như vậy, Du Long Giác lại bị cướp mất. Người tốt trời phù hộ, Cổ Yên Nhiên đã phá bí mật Du Long Giác. Dương Thiết Tâm sai ta về ng…
Du Long Giác	24	164	dialogues	183	cleaned_text	"…Giáo chủ Thiên Nhẫn Hoàn Nhan Tương và thuộc hạ của hắn tập kích họ. Cổ giáo chủ sau khi bị thương đã phá hủy Du Long Giác nhưng cùng lúc đó cũng tìm được bí mật của nó. Đó là câu ""Đạo hoa điền lí cúc hoa hương"", tại hạ không biết c…"
Du Long Giác	24	164	subtasks	164	describe_cleaned	… tại Hoàng Hạc Lâu, Hoàn Nhan Tương lại tuyệt tình với Cổ Yên Nhiên như vậy. Bạch Thu Lâm suy nghĩ lời nói về Du Long Giác của Cổ Yên Nhiên, nói rằng có thể bảo tàng ở trong Tiến Cúc Động ngoài Đạo Hương Thôn, nhưng nơi đó đã bị Diê…
Du Long Giác	24	170	subtasks	170	describe_cleaned	Ta đi cùng Dương Thiết Tâm, nhóm người Cổ Yên Nhiên đã vào bảo khố Du Long Giác, bất giác bị của cải châu báu nơi đây làm lóa mắt. Khi Dương Thiết Tâm và Thạch Hiên Viên bàn cách xử lý đống…
Du Long Giác	24	171	dialogues	190	cleaned_text	"…n còn Sát thủ giản chưa dùng đến....."" [Hoàn Nhan Tương]: ""(Thiên lý truyền âm) Ngươi cho rằng ngươi phá hỏng Du Long Giác ta sẽ không có cách gì đối phó với ngươi sao? Thiên Vương Bang các ngươi, không qua khỏi ta đâu...."" [Dương T…"
Du Long Giác	33	181	dialogues	214	cleaned_text	"…áo]: ""Là tình báo thống lĩnh Bùi Dực Phi, giang hồ gọi là ‘Thiết Thủ Thần Long’, võ công cao cường. Đáng tiếc Du Long Giác tái xuất giang hồ không thể không đi. Trước khi đi đại ca bảo ta đợi, qua trận chiến cá sấu lần trước, tất có…"
Du Long Giác	33	181	subtasks	181	describe_cleaned	…ng sót vẫn tiếp tục sinh sôi, gần đây còn thường ra hại người. Bùi Dực Phi định dẫn người đến tiễu trừ, nhưng Du Long Giác tái xuất giang hồ, phải rời đảo điều tra nên đành giao nhiệm vụ trừ cá sấu cho các huynh đệ. Những con cá sấu…
Du Long Giác	37	185	dialogues	227	cleaned_text	"…tổng quản sự à?"" [Hùng Đỉnh]: ""Phải. Ông ấy rất thương con. tân bang chủ Dương Thiết Tâm nhậm chức không lâu, Du Long Giác lại khuấy động giang hồ, dù thế nào cũng không để quản sự phải lo lắng. Ngươi có thể vào Lư Vĩ Đãng cứu Tiểu …"
Du Long Giác	146	295	dialogues	433	cleaned_text	"[Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]]: ""Từ Bân Kiếm nhiều lần bức bách, muốn đoạt Du Long Giác ta đã không nói, lại còn lệnh cho bang chúng đến Đạo Hương Thôn gây hấn, thật đáng căm giận!"" [Đại Hiệp]: ""Th…"
Du Long Giác	146	295	subtasks	295	describe_cleaned	Diêm Bang đang rất thèm khát Du Long Giác, chúng đã nhiều lần ra tay nhưng chưa thành công. Đám đệ tử Diêm Bang trong Tiến Cúc Động đã nhiều lần xâm ph…
Du Long Giác	150	299	subtasks	299	describe_cleaned	… Kiếm đã tụ tập một đám lưu manh hiếu chiến trong Bang Nguyên Bí Động, chúng đã nhiều lần tham gia tranh đoạt Du Long Giác. Bạch Thu Lâm phái ta đến Bang Nguyên Bí Động hội họp với trinh sát nghĩa quân Lôi Lão Cửu, nhân tiện cho bọn…
Du Long Giác	231	406	dialogues	568	cleaned_text	"[Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]]: ""Chuyện Du Long Giác đã xong! Giờ vừa lập vua mới, dân tình chưa yên, các nước láng giềng đang chờ cơ hội. Nghĩa quân ta định kết …"
Du Long Giác	231	406	subtasks	406	describe_cleaned	Chuyện Du Long Giác đã đến hồi kết. Tân Hoàng đế mới lên ngôi, đất nước còn rối ren. Các nước lân bang đang dòm ngó, nghĩa quân m…
Du Long Giác	332	507	dialogues	679	cleaned_text	"… chuyện Ngô lão thái hậu cho nghĩa quân cẩm nang, lúc đó ta chưa nhắc đến một bí mật khác, bí mật thứ hai của Du Long Giác, kho báu bị phát hiện được đề cập trong Du Long Giác chỉ là một phần thôi."" [Đại Hiệp]: ""Đây quả thực là một …"
Du Long Giác	332	507	steps	2209	target_params	2334,134,24,Xin chào!,Ngươi thật đáng khen; Đi tìm Thái Hoa hỏi chuyện liên quan đến Du Long Giác; 48000
Du Long Giác	332	507	steps	2210	target_params	…ủ lĩnh nghĩa quân, huyện quan của 3 địa phương dâng thư lên Hoàng thượng, bên trong có manh mối liên quan đến Du Long Giác. Vật này bảo quản ở chỗ ta không còn an toàn nữa, giờ giao cho nghĩa quân các người, sứ mạng của ta coi như đ…
Du Long Giác	332	507	steps	2211	target_params	…hẳn khi đó Hoàng thượng không xem trọng chúng, nhưng những chuyện đề cập trong đó lại liên quan mật thiết đến Du Long Giác. Sau khi nhận được những bản tấu sớ này, tại hạ ngày đêm không nghỉ tức tốc mang chúng về đây, cho đến khi gặ…
Du Long Giác	332	507	subtasks	507	describe_cleaned	…ẩm nang Thái hoàng Thái hậu Tống triều Ngô thị giao cho nghĩa quân lúc hấp hối có đề cập đến bí mật thứ 2 của Du Long Giác, kho báu trong Du Long Giác mới chỉ bị phát hiện 1 phần. Còn những kho báu khác phân bố ở những nơi chưa biết…
Du Long Giác	450	643	steps	2842	target_params	"…uất hiện. Một lần cung khánh, thái tổ say rượu, trong lúc ngủ nắm chặt long hình ngọc giác trong tay hét lớn, Du Long Giác, có vật này có thiên hạ… ""<end> <playername>: ""Sao? Bí mật về Du Long Ngọc? Không phải đã tìm được kho báu sa…"
Du Long Giác	450	643	steps	2843	target_params	"5160,572,5,Đang tiến hành...,{Gấm vóc cũ,20,1,854,1,0,1} {Du Long Giác-Hùng,20,1,859,1,0,1},1,Bạn đã thu thập 1 Gấm vóc cũ,Bạn đã thu thập 1 Gấm vóc cũ.; <playername>: ""Mở chiếc rư…"
Du Long Giác	450	643	subtasks	643	describe_cleaned	…đó là 1 [Rương cũ tại Thân Thế Mộng Cảnh (1665/3233)]. • Ta bỗng phát hiện một rương cũ ở hậu viện, bí mật về Du Long Giác được viết qua loa trên một mảnh gấm, ta phải hỏi [phụ thân tại Thân Thế Mộng Cảnh (1631/3210)] tất cả những v…
Du Long Giác	451	644	steps	2845	target_params	"…ôm nay gặp lại, con vừa mừng vừa sợ pha lẫn chút u sầu, việc chia ly với mẹ và bí mật đã chôn vùi lâu năm của Du Long Giác, rốt cuộc ai đã dẫn ta đến đây?""<end> <npc=5141>: ""Mưu sự tại nhân, thành sự tại thiên, mẹ con luôn hy vọng c…"
Du Long Giác	452	645	steps	2856	target_params	"…ng mơ ta đã biết thân thế của mình, thì ra cha mẹ ta luôn bảo vệ bí mật của Đại Tống bao năm nay, đó chính là Du Long Giác.""<end> <npc=5154>: ""Cha mẹ ngươi... Du Long Giác? Bảo vật trấn phái của Thiếu Lâm đã cứu mạng ngươi quả là kh…"
Du Long Giác	456	648	subtasks	648	describe_cleaned	Từ khi bí mật Du Long Giác bị phát hiện, quân bị quân hưởng phần lớn đến từ Du Long Bảo Khố, mặc dù Du Long Bảo Khố rất nhiều cơ quan, c…
Du Long Giác	462	655	subtasks	655	describe_cleaned	Sóng gió Du Long Giác lắng lại đến nay cũng đã một khoảng thời gian, phần lớn báu vật trong Du Long Bảo Khố dùng để tăng thêm quân …
Thái Tổ Bảo Khố	24	169	subtasks	169	describe_cleaned	… Cổ Yên Nhiên không quan tâm. • Đem thuốc giải phát cho đệ tử Thiên Vương Bang và Cái Bang, [Cổ Yên Nhiên tại Thái Tổ Bảo Khố (1628/3099)] bảo ta đến bảo khố phối hợp với họ.
Thái Tổ Bảo Khố	24	170	steps	939	target_params	89,Hãy nâng đến cấp 89,Hãy nâng đến cấp 89; Ra bên ngoài Thái Tổ bảo khố tập kích Thiết Y Vệ của Hoàn Nhan Tương
Thái Tổ Bảo Khố	24	170	subtasks	170	describe_cleaned	… công bất ngờ không kịp trở tay. Sau khi tập kích ta trở về bảo khố phối hợp với nhóm người [Cổ Yên Nhiên tại Thái Tổ Bảo Khố (1628/3099)].
Thái Tổ Bảo Khố	24	171	steps	942	target_params	…8 1607,3196 1631,3069 1618,3143 1646,3120 1632,3118 1658,3096 1673,3091 1686,3135,20; Mở cơ quan tổng khu của Thái Tổ bảo khố; 80000
Thái Tổ Bảo Khố	24	171	subtasks	171	describe_cleaned	…ượng sách, nên sẽ lấy được các thứ trong bảo khố trước, sẽ khiến cho Hoàn Nhan Tương dở cười dở khóc. • Trong Thái Tổ Bảo Khố toàn là [rương châu báu tại Thái Tổ Bảo Khố (1629/3062)] và [đống thỏi vàng tại Thái Tổ Bảo Khố (1614/3092)],…
Thái Tổ Bảo Khố	24	172	dialogues	191	cleaned_text	…đế Kim quốc xâm lược Tống, nhưng vì quốc khố không đủ nên việc không thành. Lần này Hoàn Nhan Tương muốn đoạt Thái Tổ bảo khố, dụng ý là đây. Ta nghe nói, Hoàng đế Kim quốc đã nhận lời cho Hoàn Nhan Tương dẫn binh xuống Nam bắt đầu luy…
Thái Tổ Bảo Khố	24	172	steps	945	target_params	"…<Playername>: ""Dương bang chủ, bây giờ thời thế hỗn loạn, Kim quốc đang dòm ngó Đại Tống ta; Thu Di muốn tặng Thái Tổ bảo khố cho triều đình, nên phái tại hạ đến xin ý kiến bang chủ.""<end> <npc=3506>: ""Thu Lâm đã lo xa rồi, ta làm sao …"
Thái Tổ Bảo Khố	24	172	steps	946	target_params	…ốc Quốc sư Hoàn Nhan Tương đã bắt đầu chuẩn bị luyện binh tấn công nước Tống, đại nhân hãy chuẩn bị. Hiện nay Thái Tổ bảo khố đã xuất hiện, thủ lĩnh kêu tại hạ đến báo với đại nhân, nếu đại nhân đồng ý kháng Kim, thì người sẽ tặng bảo …
Thái Tổ Bảo Khố	24	172	subtasks	172	describe_cleaned	…u khi trở thành quốc sư Kim Quốc vẫn giữ dã tâm xúi giục hoàng đế Kim Quốc xâm phạm Nam Tống, lần này đối với Thái Tổ Bảo Khố cũng từ suy nghĩ đó mà ra. Triều đình Đại Tống từ sau khi dời về nam thực lực chưa thể hồi phục, Hiếu Tông Ho…
Thái Tổ Bảo Khố	225	400	dialogues	562	cleaned_text	"[Bạch Thu Lâm [Thủ Lĩnh Nghĩa Quân]]: ""Hôm đó ở Thái Tổ Bảo Khố, Hoàn Nhan Tương đắc ý bộc lộ dã tâm. Ta sợ hắn nói dối nên đích thân phái người đến Kim quốc điều tra, không…"
Thái Tổ Bảo Khố	225	400	subtasks	400	describe_cleaned	Trận chiến Thái Tổ Bảo Khố, Hoàng Nhan Tương nói ra ý đồ xâm lược của Kim quốc, khiến cho nghĩa sĩ Giang Nam đề phòng. Bạch Thu Lâm một …
Hán Thủy	13	96	dialogues	113	cleaned_text	"…ết."" [Tất Thư Dương [Tuần Du Sứ]]: ""Gia Vương ở Tương Dương vài ngày, nay đã giả trang xuất thành, đi về phía Hán Thủy Cổ Độ."" [Ân Bốc Nguyên [Bang Chủ Tào Bang]]: ""Đã xuất thành? Có phái người bảo vệ không?"" [Tất Thư Dương [Tuầ…"
Hán Thủy	13	96	steps	541	target_params	"…!,88,1577,3427,20,Thuyền đã chuẩn bị xong, lên đường thôi!,Lập tức lên đường!,Đợi thêm lát nữa!,Đi thuyền đến Hán Thủy Cổ Độ,Đi thuyền đến Hán Thủy Cổ Độ,1; <npc=802>: ""Đến nơi rồi! Ơ, đây chẳng phải là ám hiệu Cố đại tỷ để lại …"
Hán Thủy	13	96	subtasks	96	describe_cleaned	…nh. Tào Bang đã phái Cố Trọng Nhan âm thầm bám theo Gia Vương và để lại ký hiệu trên đường đi. Chỉ cần ta đến Hán Thủy Cổ Độ tìm ám ký mà Cố Trọng Nhan để lại là sẽ nhanh chóng đuổi kịp Gia Vương. Hán Thủy Cổ Độ là phạm vi thế l…
Hán Thủy	13	99	dialogues	116	cleaned_text	"…ynh đưa Gia Vương đi đâu?"" [Lãnh Vân]: ""Nơi nguy hiểm nhất chính là nơi an toàn nhất, khi Gia Vương trốn khỏi Hán Thủy Cổ Độ, ta liền đưa người trở lại nơi ấy, Lý hậu chắc sẽ không ngờ rằng người có gan như vậy."" [Đại Hiệp]: ""Kế…"
Hán Thủy	13	99	steps	557	target_params	…a sẽ đích thân đưa ngươi đến đó, ngươi chuẩn bị xong, chúng ta sẽ lên đường!,Khởi hành thôi!,Đợi một lát!,Đến Hán Thủy Cổ Độ,Đến Hán Thủy Cổ Độ,1; Vào nhà tranh gặp Gia Vương; 4000
Hán Thủy	13	99	subtasks	99	describe_cleaned	… chỉ cần đóng cơ quan, bọn chúng sẽ chết không nơi chôn thân. Theo ý kiến của Lãnh Vân, Gia Vương đã đến ẩn ở Hán Thủy Cổ Độ, hắn sẽ đưa ta đến đó gặp Gia Vương. • Gia Vương đã đi theo mật đạo đến Hán Thủy Cổ Độ, [Lãnh Vân tại T…
Hán Thủy	14	101	subtasks	101	describe_cleaned	…Phân Đà có rất nhiều Cấm quân đang đánh nhau với đệ tử Cái Bang. Xem ra, ta phải tiêu diệt 1 số [Cấm quân tại Hán Thủy Cổ Độ (1643/3735)] trước mới có thể vào trong được. • Cấm quân ngày càng đông, lúc này [trong Phân Đà tại Hán…
